School Name,Location,Latitude,Longitude
Southbank International School - Westminster Campus,United Kingdom,54.7023545,-3.2765753
Southbridge International School Cambodia,"Phnom Penh, Cambodia",11.5730391,104.857807
Southern International School,Argentina,-34.9964963,-64.9672817
Southlands International School,"Rome, Italy",41.8933203,12.4829321
Southpointe Academy,"British Columbia, Canada",55.001251,-125.002441
Southridge School,"British Columbia, Canada",55.001251,-125.002441
Spanish Primary School,"Hong Kong, China",22.350627,114.1849161
Spectra Global School,"Doha, Qatar",25.2856329,51.5264162
Spectrum International School,"Nur-Sultan / Astana, Kazakhstan",51.1316149,71.4321037
Spins Interactional School,"Surabaya, Indonesia",-7.2462836,112.7377674
Springboard International Bilingual School,"Beijing, China",40.190632,116.412144
Springbridge International School,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
Springdales School Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
Springfield Convent School,"Cape Town, South Africa",-33.9288301,18.4172197
Springfield School,"Jakarta, Indonesia",-6.1754049,106.827168
Springhall British School,"Abuja, Nigeria",9.0643305,7.4892974
Sreenidhi International School,India,22.3511148,78.6677428
Sri Ara Schools,"Johor Bahru, Malaysia",1.4581986,103.7649059
Sri Bestari International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Sri Emas International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Sri Sempurna International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Sri Utama International School Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
St Andrew's International High School,"Blantyre, Malawi",-15.7862543,35.0035694
St Andrew's International School,Bahamas,24.7736546,-78.0000547
"St Andrew's School, Turi","Molo, Kenya",-0.3547198,35.7916393
St Andrew's Scots School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St Andrew's Turi,"Molo, Kenya",-0.3547198,35.7916393
St Andrews International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
St Catherine's British School,"Athens, Greece",37.9755648,23.7348324
St Christopher's International Primary School,"Penang, Malaysia",5.4065013,100.2559077
St Christopher's School,"Manama, Bahrain",26.2235041,50.5822436
St Dominic's International School,"Lisbon, Portugal",38.7077507,-9.1365919
St Dominic's International School Portugal,"SÃ£o Domingos De Ran, Portugal",,
St Francis Methodist School,Singapore,1.357107,103.8194992
St George's British International School,"Rome, Italy",41.8933203,12.4829321
"St George's British International School, Rome","Rome, Italy",41.8933203,12.4829321
St George's College,"Lima, Peru",-12.0459808,-77.0305912
St George's College North,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St George's Grammar School,"Cape Town, South Africa",-33.9288301,18.4172197
St George's International School Luxembourg,Luxembourg,49.8158683,6.1296751
"St George's International School, Luxembourg",Luxembourg,49.8158683,6.1296751
St George's School,"Santiago, Chile",-33.4377756,-70.6504502
St Gilgen International School,"St. Gilgen, Austria",47.7670412,13.3642943
St Hilda's College,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St John's College,"Johannesburg, South Africa",-26.205,28.049722
St John's International School,"Waterloo, Belgium",50.7175395,4.3977588
St Joseph's Institution International School Malaysia,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
St Joseph's Marist College,"Cape Town, South Africa",-33.9288301,18.4172197
St Julian's School,"Lisbon, Portugal",38.7077507,-9.1365919
St Lawrence College - The British School In Greece,"Varkiza Attki, Greece",,
St Mathew's College,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St Nicholas' School Alphaville Campus,"Santana de ParnaÃ­ba, Brazil",,
St Nicholas' School Pinheiros Campus,"Sao Paulo, Brazil",-23.5506507,-46.6333824
St Paul's College Hurlingham,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St Peter's Schools,"Johannesburg, South Africa",-26.205,28.049722
St Saviour's School,"Lagos, Nigeria",6.4550575,3.3941795
St Saviours Ikoyi,"Lagos, Nigeria",6.4550575,3.3941795
St Stephen's School Rome,"Rome, Italy",41.8933203,12.4829321
St Stithians College,"Johannesburg, South Africa",-26.205,28.049722
St Timothy's School,"Stevenson, United States of America",34.8686934,-85.83942
St. Andrew's Scots School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St. Andrews International School Dusit,"Bangkok, Thailand",13.7524938,100.4935089
St. Andrews International School Sathorn,"Bangkok, Thailand",13.7524938,100.4935089
St. Anne's School,"Madrid, Spain",40.416782,-3.703507
St. Austin's Academy,"Nairobi, Kenya",-1.2890006,36.8172812
St. Catherine's,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St. Catherine's British School,"Athens, Greece",37.9755648,23.7348324
St. Catherine's Moorlands School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St. Constantine's International School,"Arusha, Tanzania",-3.3696827,36.6880794
St. Dominic's International School,"Lisbon, Portugal",38.7077507,-9.1365919
St. Fatima School,"Cairo, Egypt",30.0443879,31.2357257
St. Francis College,"Sao Paulo, Brazil",-23.5506507,-46.6333824
St. George Barcelona,"Barcelona, Spain",41.3825802,2.177073
St. George International School & Preschool,"Sofia, Bulgaria",42.6977028,23.3217359
St. George Madrid,"Madrid, Spain",40.416782,-3.703507
St. George's British-Georgian School,"Tbilisi, Georgia",41.6934591,44.8014495
St. George's College,"Lima, Peru",-12.0459808,-77.0305912
St. George's International School Cologne,"Cologne, Germany",50.938361,6.959974
St. George's International School Switzerland,"Lausanne, Switzerland",46.5218269,6.6327025
"St. George's School, The British International School","Munich, Germany",48.1371079,11.5753822
St. George's The British International School Cologne,Germany,51.1638175,10.4478313
St. George's The British International School Duisburg-Düsseldorf,Germany,51.1638175,10.4478313
St. George's The British International School Munich,Germany,51.1638175,10.4478313
St. Gilgen International School GmbH,Austria,47.59397,14.12456
St. Hilda's College,"Buenos Aires, Argentina",-34.6095579,-58.3887904
St. Ignatius Catholic School,"Meridian, United States of America",32.3643098,-88.703656
St. James' Primary School,"Lisbon, Portugal",38.7077507,-9.1365919
St. John's International School,"Brussels, Belgium",50.8465573,4.351697
St. John's-Kilmarnock School,"Ottawa, Canada",45.4208777,-75.6901106
St. Johnsbury Academy Jeju,"Jeju, South Korea",33.4887737,126.4987083
St. Joseph International College,"Milan, Italy",45.4641943,9.1896346
St. Joseph's Institution International,Singapore,1.357107,103.8194992
St. Julian's School,"Lisbon, Portugal",38.7077507,-9.1365919
St. Louis School,"Milan, Italy",45.4641943,9.1896346
St. Margaret's British School for Girls,Chile,-31.7613365,-71.3187697
St. Mark's International School,"Bangkok, Thailand",13.7524938,100.4935089
St. Mary's Catholic High School,"Dubai, United Arab Emirates",25.0742823,55.1885387
St. Mary's International College,Argentina,-34.9964963,-64.9672817
St. Mary's School Nairobi,"Nairobi, Kenya",-1.3026148,36.828842
St. Marys International School,Japan,36.5748441,139.2394179
St. Matthias School,"Chicago, United States of America",41.8755616,-87.6244212
St. Michael's School,"Santo Domingo, Dominican Republic",18.4713858,-69.8918436
St. Patrick's International School,"Barcelona, Spain",41.3825802,2.177073
St. Paul American School Hanoi,"Hanoi, Vietnam",21.0283334,105.854041
St. Paul's Co-educational College,"Hong Kong, China",22.350627,114.1849161
St. Paul's School,"Barcelona, Spain",41.3825802,2.177073
St. Paul's School,"Concord, United States of America",43.207178,-71.537476
St. Paul's School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
St. Peter's International School,Portugal,39.6621648,-8.1353519
St. Peter's School Barcelona,"Barcelona, Spain",41.3825802,2.177073
St. Saviours School Ikoyi,"Lagos, Nigeria",6.4550575,3.3941795
St. Stephen's School,"Rome, Italy",41.8933203,12.4829321
St.Anthony's College,"Malaga, Spain",36.7213028,-4.4216366
Stamford American School Hong Kong,"Hong Kong, China",22.350627,114.1849161
Stance Dual School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Star College,"Cape Town, South Africa",-33.9288301,18.4172197
Star College Johannesburg (Horizon High School),"Johannesburg, South Africa",-26.205,28.049722
Star International School Altwar,"Dubai, United Arab Emirates",25.0742823,55.1885387
Star International School Mirdiff,"Dubai, United Arab Emirates",25.0742823,55.1885387
"Star International School, Mirdif","Dubai, United Arab Emirates",25.0742823,55.1885387
Star International School-Al Twar,"Dubai, United Arab Emirates",25.0742823,55.1885387
Starland International School,"Manila, Philippines",14.5904492,120.9803621
Start Rite School,"Abuja, Nigeria",9.0643305,7.4892974
Start-Rite Schools,"Abuja, Nigeria",9.0643305,7.4892974
Stella International School,"Vienna, Austria",48.2083537,16.3725042
Stella Maris International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Stellar International School,"Johor Bahru, Malaysia",1.4581986,103.7649059
Stellenbosch Waldorf School,"Cape Town, South Africa",-33.9288301,18.4172197
Step One International School,"Doha, Qatar",25.2856329,51.5264162
Steps International School,"Istanbul, Türkiye",41.006381,28.9758715
Stirling Education,"Kurdistan, Iraq",36.4949363,44.3469625
Stirling Education,"London, United Kingdom",51.5074456,-0.1277653
Stockton Collegiate International Elementary School,United States of America,39.7837304,-100.445882
Stockton Collegiate International Secondary School,United States of America,39.7837304,-100.445882
Stowers Magnet School of International Studies,United States of America,39.7837304,-100.445882
Straits International School - Rawang Campus,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Stratford Hall,"British Columbia, Canada",55.001251,-125.002441
Strothoff International School,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Strothoff International School Rhein-Main Campus Dreieich,Germany,51.1638175,10.4478313
StudyLab School,"Moscow, Russia",55.625578,37.6063916
Success International School,"Riyadh, Saudi Arabia",23.333333,45.333333
Summerhill International School,Japan,36.5748441,139.2394179
Sunmarke School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Sunny Canadian International School,"Prague, Czech Republic",50.0874654,14.4212535
Sunnyside International School,Japan,36.5748441,139.2394179
Sunway International School Sunway Iskandar,"Johor Bahru, Malaysia",1.4581986,103.7649059
Surabaya Cambridge School,"Surabaya, Indonesia",-7.2462836,112.7377674
Surabaya European School,"Surabaya, Indonesia",-7.2462836,112.7377674
Surat Thani International School,"Surat Thani, Thailand",9.1404136,99.3241347
Svenska Skolan London,"London, United Kingdom",51.5074456,-0.1277653
Svenska Skolan Marbella,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
Svenska Skolan i Nairobi,"Nairobi, Kenya",-1.2890006,36.8172812
Swans International School,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
Swedish Community School Addis Ababa,"Addis Ababa, Ethiopia",9.0358287,38.7524127
Swigert International School,United States of America,39.7837304,-100.445882
Swiss International School Frankfurt,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Swiss International School Of Qatar,Qatar,25.3336984,51.2295295
Swiss International School Qatar,"Doha, Qatar",25.2856329,51.5264162
Swiss International School in Qatar,"Doha, Qatar",25.2856329,51.5264162
Swiss International Scientific School Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
Swiss School Beijing,"Beijing, China",40.190632,116.412144
Swiss School in Singapore,Singapore,1.357107,103.8194992
TAIE International Institute,"Toronto, Canada",43.6534817,-79.3839347
TASIS  The American School in Switzerland,Switzerland,46.7985624,8.2319736
TEDA Global Academy,China,35.000074,104.999927
TFS Canada's International School,"Toronto, Canada",43.6534817,-79.3839347
TH School,"Hanoi, Vietnam",21.0283334,105.854041
THE BRITISH SCHOOL OF ARAGON,Spain,39.3260685,-4.8379791
THINK Global School,United States of America,39.7837304,-100.445882
Taipei European School,"Taipei, Taiwan",25.0375198,121.5636796
Taiwan Adventist International School,"Yuchih Nantou County, Taiwan",,
Taiwan International Montessori Elementary School,"Taipei, Taiwan",25.0375198,121.5636796
Talent International School,"Manama, Bahrain",26.2235041,50.5822436
Tallinn English College,Estonia,58.7523778,25.3319078
Tambearly School,"Nassau, Bahamas",25.0782266,-77.3383438
Tanarata International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Tandem International Multilingual School,"Zurich, Switzerland",47.3744489,8.5410422
Tanglin Trust School,Singapore,1.357107,103.8194992
Taos International School,United States of America,39.7837304,-100.445882
Taoyuan American School,"Taipei, Taiwan",25.0375198,121.5636796
Tara Pattana International School,"Pattaya, Thailand",12.9366924,100.8865002
Tarabya British Schools,"Istanbul, Türkiye",41.006381,28.9758715
Tarsus American School,Türkiye,39.294076,35.2316631
Tashkent International School,"Tashkent, Uzbekistan",41.3123363,69.2787079
Taylor's College,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Tema International School,Ghana,8.0300284,-1.0800271
Tenby Schools Setia Eco Park,"Selangor, Malaysia",3.2083304,101.304146
Tessa International School,"Hoboken, United States of America",40.7433066,-74.0323752
Texas International Academy,"Phnom Penh, Cambodia",11.5730391,104.857807
Thai Sikh International School,"Bangkok, Thailand",13.7524938,100.4935089
Thalun International School,"Yangon, Myanmar",16.7967129,96.1609916
Thames British School Warsaw,"Warsaw, Poland",52.2319581,21.0067249
The ABC International School,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
"The Academy, Algarve","Algarve, Portugal",37.2449218,-8.1959563
The Aga Khan Academy,"Nairobi, Kenya",-1.3026148,36.828842
The Aga Khan Academy Mombasa,"Mombasa, Kenya",-4.05052,39.667169
"The Aga Khan Academy, Nairobi","Nairobi, Kenya",-1.3026148,36.828842
"The Aga Khan High School, Kampala","Kampala, Uganda",0.3177137,32.5813539
The Ahliyyah School for Girls & Bishop's School for Boys,"Amman, Jordan",31.9515694,35.9239625
The Algarve International School,"Algarve, Portugal",37.2449218,-8.1959563
The Alice Smith School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
The Alpha School,"Dubai, United Arab Emirates",25.0742823,55.1885387
The Amazon Valley Academy,"Belem, Brazil",-1.45056,-48.4682453
"The American College of Greece, PIERCE",Greece,38.9953683,21.9877132
The American College of Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
The American International School of Bolivia,"Cochabamba, Bolivia",-17.4012458,-66.1675681
The American International School of Conakry,"Conakry, Guinea",9.5170602,-13.6998434
The American International School of Johannesburg,"Johannesburg, South Africa",-26.205,28.049722
The American International School of Muscat,"Muscat, Oman",23.6123628,58.5938134
The American School Foundation,"City, Mexico",19.4326296,-99.1331785
The American School Foundation of Guadalajara A.C.,"Guadalajara, Mexico",20.6720375,-103.338396
"The American School Foundation, A.C.",Mexico,23.6585116,-102.0077097
The American School In Switzerland,"Lugano, Switzerland",46.0050102,8.9520281
The American School in London,"London, United Kingdom",51.5074456,-0.1277653
The American School in Switzerland,"Montagnola-Lugano, Switzerland",45.9869306,8.9230636
The American School of  Tampico,"Tampico, Mexico",22.2701096,-97.8948674
The American School of Bangkok - Green Valley Campus,"Bangkok, Thailand",13.7524938,100.4935089
The American School of Bangkok - Sukhumvit Campus,"Bangkok, Thailand",13.7524938,100.4935089
The American School of Doha,Qatar,25.3336984,51.2295295
The American School of Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
The American School of Kinshasa,"Kinshasa, Democratic Republic of the Congo",-4.32171,15.3122511
The American School of Tegucigalpa,Honduras,15.2572432,-86.0755145
The Arcardia Preparatory School,"Dubai, United Arab Emirates",25.0742823,55.1885387
The Ark Christian School,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The Asian International School,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
The Asian School,"Manama, Bahrain",26.2235041,50.5822436
The Awty International School,"Houston, United States of America",29.7589382,-95.3676974
The Bahrain Bayan School,"Manama, Bahrain",26.2235041,50.5822436
The Beacon Academy,"Manila, Philippines",14.5904492,120.9803621
The Bear Creek School,"Washington, United States of America",38.8950368,-77.0365427
The Benalmádena International College,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The Bermuda High School For Girls,"Pembroke, Bermuda",32.3016221,-64.7900055
The Bilingual Montessori School of Paris,"Paris, France",48.8534951,2.3483915
The Bilingual School of Monza/Play English,"Milan, Italy",45.4641943,9.1896346
The Bridge International School,"Douala Bonamoussadi, Cameroon",4.0837289,9.7326486
The British College of Benalmádena,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The British International School Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
The British International School Bratislava,"Bratislava, Slovakia",48.1516988,17.1093063
The British International School Budapest,"Budapest, Hungary",47.4813896,19.1460941
The British International School Cairo,Egypt,26.2540493,29.2675469
The British International School Istanbul,"Istanbul, Türkiye",41.006381,28.9758715
The British International School Shanghai Puxi,China,35.000074,104.999927
"The British International School Shanghai, Puxi","Shanghai, China",31.2312707,121.4700152
The British International School Ukraine,"Kiev, Ukraine",50.4500336,30.5241361
The British International School Wroclaw,"Wroclaw, Poland",51.1089776,17.0326689
The British International School of Jeddah,Saudi Arabia,25.6242618,42.3528328
The British International School of Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
The British International School of Marbella,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The British International School of Marbella,"Marbella, Spain",36.508976,-4.88562
The British International School of New York,"New York City, United States of America",40.7127281,-74.0060152
The British International School of Phnom Penh,"Phnom Penh, Cambodia",11.5730391,104.857807
The British International School of Tunis,"Tunis, Tunisia",33.8439408,9.400138
"The British International School, Cairo","Cairo, Egypt",30.0443879,31.2357257
"The British International School, Lagos","Lagos, Nigeria",6.4550575,3.3941795
The British Prep,"Seoul, South Korea",37.5666791,126.9782914
The British School - Manila,Philippines,12.7503486,122.7312101
The British School Al Khubairat,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
The British School Al Rehab,"Cairo, Egypt",30.0443879,31.2357257
The British School Colombo,Sri Lanka,7.5554942,80.7137847
The British School New Delhi,India,22.3511148,78.6677428
The British School Quito,"Quito, Ecuador",-0.2201641,-78.5123274
The British School Yangon,"Yangon, Myanmar",16.7967129,96.1609916
The British School in The Netherlands,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
The British School in Tokyo,"Tokyo, Japan",35.6768601,139.7638947
The British School of Alexandria,Egypt,26.2540493,29.2675469
The British School of Amsterdam,"Amsterdam, Netherlands",52.3730796,4.8924534
The British School of Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
The British School of Beijing Sanlitun,China,35.000074,104.999927
"The British School of Beijing, Sanlitun","Beijing, China",40.190632,116.412144
"The British School of Beijing, Shunyi","Beijing, China",40.190632,116.412144
The British School of Brasilia,"Brasilia, Brazil",-10.3333333,-53.2
The British School of Brussels,"Brussels, Belgium",50.8465573,4.351697
The British School of Costa Rica,"San Jose, Costa Rica",9.9327707,-84.0796144
The British School of Geneva,"Geneva, Switzerland",46.2017559,6.1466014
The British School of Gran Canaria,"Las Palmas De Gran C, Spain",28.1579336,-15.4196512
The British School of Guangzhou,"Guangzhou, China",23.1301964,113.2592945
The British School of Malaga,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The British School of Milan,"Milan, Italy",45.4641943,9.1896346
The British School of Milan - Sir James Henderson,"Milan, Italy",45.4641943,9.1896346
The British School of Milan Srl,Italy,42.6384261,12.674297
The British School of Nanjing,"Nanjing, China",32.0438284,118.7788631
The British School of Navarra,"Pamplona, Spain",42.8181992,-1.6440089
"The British School, Al-Rehab","Cairo, Egypt",30.0443879,31.2357257
"The British School, Alexandria","Alexandria, Egypt",31.1991806,29.8951716
"The British School, New Delhi","New Delhi, India",28.6419258,77.2217499
"The British School, Rio de Janeiro","Rio de Janeiro, Brazil",-22.9110137,-43.2093727
The British Schools,"Montevideo, Uruguay",-34.9058916,-56.1913095
The British Schools Uruguay,"Montevideo, Uruguay",-34.9058916,-56.1913095
"The British Schools, Montevideo",Uruguay,-32.8755548,-56.0201525
"The Cambridge High School, Abu Dhabi","Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
The Cambridge School,"Doha, Qatar",25.2856329,51.5264162
The Cambridge School Doha,"Doha, Qatar",25.2856329,51.5264162
The Canadian International School,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
The Chatmore British International School,"Smith, Bermuda",33.7887255,-84.1004758
The City School International,"Dubai, United Arab Emirates",25.0742823,55.1885387
The City School International Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
"The Codrington School, The International School of Barbados.",Barbados,13.1500331,-59.5250305
The Columbus School,"Medellin, Colombia",6.2697325,-75.6025597
The Curacao American Preparatory School,"Curacao, Netherlands Antilles",12.1845,-68.6607923
The Dwight School,"New York, United States of America",40.7127281,-74.0060152
The Early Learning Centre International School (City School),"Bangkok, Thailand",13.7524938,100.4935089
The Eastern School,"Manama, Bahrain",26.2235041,50.5822436
The Edron Academy,"City, Mexico",19.4326296,-99.1331785
The Ela Murray International School,"Port Moresby, Papua New Guinea",-9.4743301,147.1599504
The English Academy,Kuwait,29.2733964,47.4979476
"The English Academy, Kuwait",Kuwait,29.2733964,47.4979476
The English College,"Dubai, United Arab Emirates",25.0742823,55.1885387
The English College In Prague,"Prague, Czech Republic",50.0874654,14.4212535
The English International College,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The English International School,"Moscow, Russia",55.625578,37.6063916
The English International School of Padua,Italy,42.6384261,12.674297
The English Modern School,"Doha, Qatar",25.2856329,51.5264162
The English Modern School Khor,"Doha, Qatar",25.2856329,51.5264162
The English Playgroup & Primary School Kuwait,"Salwa, Kuwait",29.2892859,48.0807358
The English Primary,"Warsaw, Poland",52.2333742,21.0711489
"The English Primary School, Salwa","Salwa, Kuwait",29.2892859,48.0807358
The English School,"Alicante / Costa Bla, Spain",,
The English School,"Bogota, Colombia",4.6533817,-74.0836331
The English School Fahaheel,Kuwait,29.2733964,47.4979476
The English School for Girls,Kuwait,29.2733964,47.4979476
The English School of Kyrenia,Cyprus,34.9174159,32.8899027
The Erasmus Frankfurter City School,"Frankfurt Am Main, Germany",50.1106444,8.6820917
The European School,"Frankfurt Am Main, Germany",50.1106444,8.6820917
The European School,"San Jose, Costa Rica",9.9327707,-84.0796144
The Giles School,"Toronto, Canada",43.6534817,-79.3839347
The Giving Tree,"Phnom Penh, Cambodia",11.5730391,104.857807
The Grammar School Limassol,"Limassol, Cyprus",34.6852901,33.0332657
The Grange Institution,Singapore,1.357107,103.8194992
The Grange School,"Santiago de Chile, Chile",-33.4377756,-70.6504502
The Harbour School,"Hong Kong, China",22.350627,114.1849161
The Honor Roll School,"Sugar Land, United States of America",29.6196787,-95.6349463
The Independent School of Jakarta,"Jakarta, Indonesia",-6.1754049,106.827168
The Inter-Community School Zurich,"Zumikon, Switzerland",47.3324061,8.6238228
The International Montessori School of Beijing,"Beijing, China",40.190632,116.412144
The International School @ ParkCity,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
The International School @ ParkCity Hanoi,"Hanoi, Vietnam",21.0283334,105.854041
The International School Bangalore,"Bangalore, India",12.9767936,77.590082
The International School Estepona,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
The International School Nido de Aguilas,"Santiago de Chile, Chile",-33.4377756,-70.6504502
The International School Warsaw,"Warsaw, Poland",52.2319581,21.0067249
The International School at Dundee,United States of America,39.7837304,-100.445882
The International School at Mesa del Sol,United States of America,39.7837304,-100.445882
The International School in Genoa,Italy,42.6384261,12.674297
The International School of Amsterdam,"Amsterdam, Netherlands",52.3730796,4.8924534
The International School of Azerbaijan,"Baku, Azerbaijan",40.3755885,49.8328009
The International School of Azerbaijan (TISA),Azerbaijan,40.3936294,47.7872508
The International School of Billund,Denmark,55.670249,10.3333283
The International School of Brussels,"Brussels, Belgium",50.8465573,4.351697
The International School of Catalunya,"Barcelona, Spain",41.3825802,2.177073
The International School of Choueifat - Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
The International School of Choueifat - Ajman,"Ajman, United Arab Emirates",25.5091287,55.3619072
The International School of Choueifat - Cairo,"Cairo, Egypt",30.0443879,31.2357257
The International School of Choueifat - Doha,"Doha, Qatar",25.2856329,51.5264162
The International School of Choueifat - Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
The International School of Choueifat - Muscat,"Muscat, Oman",23.6123628,58.5938134
The International School of Choueifat – Abu Dhabi Khalifa City,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
The International School of Choueifat – Dream City,"Kurdistan, Iraq",36.4949363,44.3469625
The International School of Choueifat – Dubai Investments Park,"Dubai, United Arab Emirates",25.0742823,55.1885387
The International School of Choueifat – Manama,"Manama, Bahrain",26.2235041,50.5822436
The International School of Choueifat-Muscat,"Muscat, Oman",23.6123628,58.5938134
The International School of Gabon Ruban Vert,Gabon,-0.8999695,11.6899699
The International School of Helsingborg,Sweden,59.6749712,14.5208584
The International School of IITA,Nigeria,9.6000359,7.9999721
The International School of Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
The International School of Moscow - Rosinka Campus,"Moscow, Russia",55.625578,37.6063916
The International School of Panama,"City, Panama",30.1698381,-85.755833
The International School of Penang (Uplands),"Penang, Malaysia",5.4065013,100.2559077
The International School of Rhodes,"Jiangsu, China",33.0000001,119.9999999
The International School of Rhodes - SIFLS,China,35.000074,104.999927
The International School of Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
The International School of Stavanger,"Stavanger, Norway",58.9699675,5.7318101
The International School of Toulouse,France,46.603354,1.8883335
The Japanese School of Amsterdam,"Amsterdam, Netherlands",52.3730796,4.8924534
The Kilmore International School,Australia,-24.7761086,134.755
The King Fahad Academy,"London, United Kingdom",51.5074456,-0.1277653
The King's Academy,"Sunnyvale, United States of America",37.3688301,-122.036349
The King's School Shenzhen International,"Shenzhen, China",22.5445741,114.0545429
The Kinkaid School,"Houston, United States of America",29.7589382,-95.3676974
The Knowledge Bridges International School,"Riyadh, Saudi Arabia",23.333333,45.333333
The Latham School,"Dar es Salaam, Tanzania",-6.8160837,39.2803583
The Learning Caravan International School,"Riyadh, Saudi Arabia",23.333333,45.333333
The Little Urban Center,"Shanghai, China",31.2312707,121.4700152
The MacDuffie School,"Massachusetts, United States of America",42.3788774,-72.032366
The Mahindra United World College of India,"Pune, India",18.5213738,73.8545071
The Mayflower school,"Santiago, Chile",-33.4377756,-70.6504502
The Mont'Kiara International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
The Montessori School of Mallorca,"Mallorca, Spain",39.613432,2.8829185
The Montessori School of Tokyo,"Tokyo, Japan",35.6768601,139.7638947
The Nairobi Academy,"Nairobi, Kenya",-1.3026148,36.828842
The National Orthodox School Shmaisani,"Amman, Jordan",31.9515694,35.9239625
The Netherlands International School Lagos,"Lagos, Nigeria",6.4550575,3.3941795
The Netherlands School Society Nairobi,"Nairobi, Kenya",-1.3026148,36.828842
The New English School,"Amman, Jordan",31.9515694,35.9239625
"The New School, Rome","Rome, Italy",41.8933203,12.4829321
The New Zealand Independent School,"Jakarta, Indonesia",-6.1754049,106.827168
The Norwegian School in London,"London, United Kingdom",51.5074456,-0.1277653
The Nueva School,"San Mateo, United States of America",37.496904,-122.3330573
The Ogden International School of Chicago,United States of America,39.7837304,-100.445882
The Olive Tree School,"Barcelona, Spain",41.3825802,2.177073
The Olympia Schools,"Hanoi, Vietnam",21.0283334,105.854041
The Orthodox Educational Society,"Amman, Jordan",31.9515694,35.9239625
The Overseas School of Colombo,"Battaramulla, Sri Lanka",6.9021809,79.9195776
The Oxford School,"City, Panama",30.1698381,-85.755833
The Park School,"Massachusetts, United States of America",42.3788774,-72.032366
The Pearl Academy,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
The Perse School Singapore,Singapore,1.357107,103.8194992
The Primacy Collegiate Academy,"Taipei, Taiwan",25.0375198,121.5636796
The Priory Preparatory School,"Lagos, Nigeria",6.4550575,3.3941795
The Regent School Abuja,"Abuja, Nigeria",9.0643305,7.4892974
The Regent's International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
The Renaissance International School,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
The RiverBank School,"Lagos, Nigeria",6.4550575,3.3941795
The Royal Grammar School Guildford,"Doha, Qatar",25.2856329,51.5264162
